Full Name,Gender,Age,State,,,
Robert  Munoz,Female,31,Oregon,,,
Trevor  Jones,Female,55,Oregon,,,
Brooke  Horton,Female,36,Oregon,,,
Nellie  Joseph,Male,43,California,,,
Cassandra  Franklin,Male,31,California,,,
Herman  Williams,Female,34,California,,,
Mable  Lindsey,Female,25,California,,,
Elvira  Bowman,Female,38,California,,,
Bobbie  Ryan,Male,37,California,,,
Elvira  Bowman,Male,36,California,,,
Robert  Munoz,Male,51,Nevada,,,
Salvador  Bass,Male,58,Nevada,,,
Isabel  Cross,Female,44,Nevada,,,
Drew  Rogers,Female,52,Nevada,,,
Della  Jensen,Male,50,Nevada,,,
Edwin  Malone,Male,60,Nevada,,,
Edwin  Malone,Male,46,Nevada,,,
Nellie  Joseph,Male,22,Wyoming,,,
Cassandra  Franklin,Male,31,Wyoming,,,
Salvador  Bass,Male,38,Wyoming,,,
Guillermo  Potter,Male,43,California,,,
Marion  Glover,Male,29,California,,,
Della  Jensen,Female,37,California,,,
Carla  Mccormick,Male,31,California,,,
Della  Jensen,Male,29,California,,,
Cassandra  Franklin,Male,58,Nevada,,,
Della  Jensen,Male,40,Nevada,,,
Donna  Reid,Female,64,Nevada,,,
Carla  Mccormick,Female,33,Nevada,,,
Christina  Fuller,Male,56,Nevada,,,
Jenny  Garcia,Female,34,Wyoming,,,
Cecilia  Manning,Female,37,Wyoming,,,
Lorraine  Gibson,Female,19,Oregon,,,
Brooke  Horton,Male,21,Oregon,,,
Kyle  Carr,Female,37,California,,,
Pauline  Beck,Female,31,California,,,
Bobbie  Ryan,Female,28,California,,,
Beth  Tucker,Male,40,California,,,
Donna  Reid,Male,48,California,,,
Peter  Hodges,Male,38,California,,,
Ben  Perez,Female,34,California,,,
Arturo  Francis,Female,26,California,,,
Charlie  Wood,Male,64,Nevada,,,
Cassandra  Franklin,Male,50,Nevada,,,
Ben  Perez,Male,47,Nevada,,,
Lula  Daniels,Male,47,Nevada,,,
Patty  Thompson,Male,34,Wyoming,,,
Ivan  Adkins,Male,33,California,,,
Cassandra  Franklin,Male,36,California,,,
Isabel  Cross,Male,36,California,,,
Brooke  Horton,Male,32,California,,,
Ivan  Adkins,Female,29,California,,,
Salvador  Bass,Female,25,California,,,
Ben  Perez,Male,44,California,,,
Drew  Rogers,Male,51,Nevada,,,
Brooke  Horton,Male,54,Nevada,,,
Cindy  Becker,Male,53,Nevada,,,
Trevor  Jones,Female,51,Nevada,,,
Billie  Chandler,Female,48,Nevada,,,
Cecilia  Manning,Female,34,Wyoming,,,
Guillermo  Potter,Female,38,Wyoming,,,
Della  Jensen,Male,27,Oregon,,,
Blake  Bridges,Female,29,California,,,
Cindy  Becker,Male,25,California,,,
Charlie  Wood,Female,29,California,,,
Robert  Munoz,Female,39,California,,,
Cassandra  Franklin,Female,40,California,,,
Jaime  Pearson,Female,39,California,,,
Cassandra  Franklin,Male,32,California,,,
Shari  Silva,Male,34,California,,,
Jenny  Garcia,Male,47,California,,,
Donna  Reid,Male,41,California,,,
Brooke  Horton,Female,32,California,,,
Marion  Glover,Male,28,California,,,
Cecilia  Manning,Male,34,California,,,
Colleen  Warren,Male,31,California,,,
Guillermo  Potter,Male,32,Nevada,,,
Felicia  Jennings,Male,54,Nevada,,,
Salvador  Bass,Male,48,Nevada,,,
Bobbie  Ryan,Male,45,Nevada,,,
Ernest  Davis,Male,50,Nevada,,,
Iris  Underwood,Female,36,California,,,
Edwin  Malone,Female,39,California,,,
Cecilia  Manning,Female,45,California,,,
Brooke  Horton,Male,28,California,,,
Jenny  Garcia,Female,47,Nevada,,,
Brooke  Horton,Female,44,Nevada,,,
Drew  Rogers,Male,48,Nevada,,,
Marian  Hill,Female,44,Nevada,,,
Woodrow  Colon,Male,46,Nevada,,,
Brooke  Horton,Male,59,Nevada,,,
Willie  Vega,Male,50,Nevada,,,
Joey  Wong,Female,25,Wyoming,,,
Eddie  Green,Male,27,Wyoming,,,
Lance  Yates,Female,29,Oregon,,,
Bobbie  Ryan,Female,27,Oregon,,,
Trevor  Jones,Male,33,California,,,
Della  Jensen,Female,37,California,,,
Dan  Peterson,Female,33,California,,,
Lorraine  Gibson,Female,39,California,,,
Lynette  Brewer,Female,37,California,,,
Christy  Olson,Female,38,California,,,
Iris  Underwood,Male,34,California,,,
Sonya  Mullins,Male,36,California,,,
Cassandra  Franklin,Male,34,California,,,
Lorraine  Gibson,Female,38,California,,,
Drew  Rogers,Female,23,California,,,
Dan  Peterson,Male,44,California,,,
Marion  Glover,Female,47,Nevada,,,
Edwin  Malone,Male,32,Nevada,,,
Jenny  Garcia,Male,43,Nevada,,,
Trevor  Jones,Female,62,Nevada,,,
Christina  Fuller,Male,45,Nevada,,,
Rachel  Gomez,Female,38,Wyoming,,,
Lula  Daniels,Female,38,Wyoming,,,
Trevor  Jones,Female,44,Wyoming,,,
Ellen  Weaver,Female,32,Oregon,,,
Herman  Williams,Male,36,California,,,
Della  Jensen,Female,30,California,,,
Salvador  Bass,Female,30,California,,,
Billie  Chandler,Female,30,California,,,
Bethany  Pena,Male,27,California,,,
Donna  Reid,Female,29,California,,,
Isabel  Cross,Female,21,California,,,
Della  Jensen,Male,33,California,,,
Nellie  Joseph,Male,38,California,,,
Don  Gonzales,Female,43,California,,,
Drew  Rogers,Male,54,Nevada,,,
Woodrow  Colon,Male,46,Nevada,,,
Charlie  Wood,Male,40,Nevada,,,
Sonya  Mullins,Male,50,Nevada,,,
Robert  Munoz,Male,37,Nevada,,,
Max  Rodgers,Male,45,Nevada,,,
Blake  Bridges,Male,63,Nevada,,,
Isabel  Cross,Female,60,Nevada,,,
Shari  Silva,Female,53,Nevada,,,
Ruben  Nunez,Female,37,Wyoming,,,
Brooke  Horton,Male,37,Oregon,,,
Salvador  Bass,Female,27,Oregon,,,
Shari  Silva,Male,30,Oregon,,,
Paulette  Spencer,Female,29,California,,,
Cecilia  Manning,Male,36,California,,,
Lula  Daniels,Male,43,California,,,
Felicia  Jennings,Male,28,California,,,
Austin  Reynolds,Male,61,Nevada,,,
Jenny  Garcia,Male,31,Nevada,,,
Isabel  Cross,Female,51,Nevada,,,
Billie  Chandler,Male,46,Nevada,,,
Nellie  Joseph,Female,35,Wyoming,,,
Brooke  Horton,Female,43,Wyoming,,,
Colleen  Warren,Female,31,Wyoming,,,
Rachel  Gomez,Male,26,Oregon,,,
Tracy  Reed,Female,27,Oregon,,,
Felicia  Jennings,Male,29,California,,,
Lynette  Brewer,Female,42,California,,,
Arturo  Francis,Female,27,California,,,
Blake  Bridges,Male,32,California,,,
Andrew  Meyer,Male,33,California,,,
Lance  Yates,Male,34,California,,,
Herman  Williams,Female,28,California,,,
Sandra  Floyd,Female,36,California,,,
Austin  Reynolds,Male,50,California,,,
Nellie  Joseph,Female,28,Nevada,,,
Lee  Mack,Male,41,Nevada,,,
Kyle  Carr,Female,55,Wyoming,,,
Robert  Munoz,Female,43,Wyoming,,,
Brooke  Horton,Female,31,Oregon,,,
Cindy  Becker,Male,32,California,,,
Ernest  Davis,Female,36,California,,,
Bobbie  Ryan,Female,33,California,,,
Brooke  Horton,Male,35,California,,,
Max  Rodgers,Male,32,California,,,
Max  Rodgers,Male,53,Nevada,,,
Ellen  Weaver,Female,46,Nevada,,,
Billie  Chandler,Female,28,Wyoming,,,
Cindy  Becker,Female,29,Wyoming,,,
Dan  Peterson,Female,28,California,,,
Willie  Vega,Male,32,California,,,
Cassandra  Franklin,Male,28,California,,,
Isabel  Cross,Male,18,California,,,
Salvador  Bass,Female,45,California,,,
Marion  Glover,Female,26,California,,,
Jenny  Garcia,Female,32,California,,,
Ruben  Nunez,Male,18,California,,,
Isabel  Cross,Female,20,California,,,
Herman  Williams,Female,31,California,,,
Carla  Mccormick,Male,27,California,,,
Donna  Reid,Male,40,California,,,
Salvador  Bass,Male,49,Nevada,,,
Ben  Perez,Male,43,Nevada,,,
Joey  Wong,Female,44,Nevada,,,
Max  Rodgers,Female,47,Nevada,,,
Rachel  Gomez,Female,55,Nevada,,,
Mable  Lindsey,Male,54,Nevada,,,
Fernando  Rowe,Male,56,Nevada,,,
Drew  Rogers,Female,29,Wyoming,,,
Robert  Munoz,Male,33,Wyoming,,,
Salvador  Bass,Female,27,Oregon,,,
Della  Jensen,Female,24,Oregon,,,
Billie  Chandler,Female,27,Oregon,,,
Salvador  Bass,Male,40,California,,,
Drew  Rogers,Male,33,California,,,
Tracy  Reed,Male,40,California,,,
Elbert  Klein,Male,41,California,,,
Peter  Hodges,Female,29,California,,,
Carla  Mccormick,Female,37,California,,,
Edwin  Malone,Male,26,California,,,
Salvador  Bass,Male,37,California,,,
Cecilia  Manning,Female,46,California,,,
Pauline  Beck,Male,48,California,,,
Austin  Reynolds,Female,39,California,,,
Elbert  Klein,Female,37,California,,,
Allan  Ramos,Female,31,California,,,
Shari  Silva,Male,46,California,,,
Paulette  Spencer,Female,34,California,,,
Eric  Rose,Male,37,California,,,
Tracy  Reed,Female,22,California,,,
Elaine  Ellis,Female,32,California,,,
Tiffany  May,Female,33,California,,,
Lynette  Brewer,Female,31,California,,,
Ben  Perez,Female,20,California,,,
Iris  Underwood,Male,40,California,,,
Edwin  Malone,Female,42,California,,,
Marion  Glover,Male,36,California,,,
Bethany  Pena,Male,34,California,,,
Robert  Munoz,Male,34,California,,,
Bethany  Pena,Female,36,California,,,
Salvador  Bass,Male,37,California,,,
Beth  Tucker,Male,31,California,,,
Robert  Munoz,Female,44,California,,,
Ellen  Weaver,Female,38,California,,,
Bernadette  Page,Male,24,California,,,
Felicia  Jennings,Female,52,Nevada,,,
Kyle  Carr,Male,43,Nevada,,,
Willie  Vega,Male,19,Nevada,,,
Elvira  Bowman,Female,52,Nevada,,,
Sandra  Floyd,Male,48,Nevada,,,
Christina  Fuller,Female,61,Nevada,,,
Max  Rodgers,Male,48,Nevada,,,
Lynette  Brewer,Female,50,Nevada,,,
Mable  Lindsey,Male,45,Nevada,,,
Ellen  Weaver,Male,39,Nevada,,,
Herman  Williams,Male,58,Nevada,,,
Brooke  Horton,Female,51,Nevada,,,
Jenny  Garcia,Female,50,Nevada,,,
Sonya  Mullins,Male,42,Nevada,,,
Peter  Hodges,Female,43,Nevada,,,
Don  Gonzales,Male,50,Nevada,,,
Lula  Daniels,Female,50,Nevada,,,
Willie  Vega,Female,61,Nevada,,,
Jenny  Garcia,Male,45,Nevada,,,
Peter  Hodges,Female,25,Wyoming,,,
Sonya  Mullins,Male,33,Wyoming,,,
Isabel  Cross,Female,25,Wyoming,,,
Ernest  Davis,Male,18,Wyoming,,,
Colleen  Warren,Male,26,Wyoming,,,
Ben  Perez,Male,35,Wyoming,,,
Sonya  Mullins,Male,37,Wyoming,,,
Beth  Tucker,Male,22,Wyoming,,,
Marion  Glover,Male,46,Wyoming,,,
Elbert  Klein,Male,25,Wyoming,,,
Trevor  Jones,Female,36,Wyoming,,,
Trevor  Jones,Female,27,Oregon,,,
Guillermo  Potter,Female,38,Oregon,,,
Salvador  Bass,Female,33,Oregon,,,
Robert  Munoz,Female,29,Oregon,,,
Joey  Wong,Male,29,Oregon,,,
Della  Jensen,Female,49,California,,,
Cassandra  Franklin,Male,32,California,,,
Drew  Rogers,Female,38,California,,,
Mable  Lindsey,Male,29,California,,,
Sandra  Floyd,Female,31,California,,,
Isabel  Cross,Female,28,California,,,
Paulette  Spencer,Female,36,California,,,
Salvador  Bass,Male,51,California,,,
Felicia  Jennings,Male,42,Nevada,,,
Cecilia  Manning,Male,45,Nevada,,,
Rachel  Gomez,Male,36,Nevada,,,
Isabel  Cross,Male,53,Nevada,,,
Brooke  Horton,Male,49,Nevada,,,
Pauline  Beck,Male,41,Nevada,,,
Ruben  Nunez,Male,52,Nevada,,,
Lee  Mack,Male,45,Nevada,,,
Arturo  Francis,Female,30,Wyoming,,,
Max  Rodgers,Male,37,Wyoming,,,
Eddie  Green,Female,37,Oregon,,,
Cecilia  Manning,Male,34,California,,,
Patty  Thompson,Female,36,California,,,
Drew  Rogers,Male,28,California,,,
Don  Gonzales,Female,45,California,,,
Elbert  Klein,Female,51,California,,,
Elvira  Bowman,Female,34,California,,,
Carla  Mccormick,Male,31,California,,,
Lynette  Brewer,Female,43,California,,,
Shari  Silva,Male,49,Nevada,,,
Dan  Peterson,Female,45,Nevada,,,
Cindy  Becker,Male,48,Nevada,,,
Brooke  Horton,Male,64,Nevada,,,
Nellie  Joseph,Male,53,Nevada,,,
Cassandra  Franklin,Male,45,Nevada,,,
Bobbie  Ryan,Female,20,Wyoming,,,
Drew  Rogers,Female,35,Wyoming,,,
Donna  Reid,Female,34,Wyoming,,,
Rachel  Gomez,Female,19,Oregon,,,
Shari  Silva,Female,31,Oregon,,,
Trevor  Jones,Female,40,Oregon,,,
Ernest  Davis,Male,27,California,,,
Kyle  Carr,Female,46,California,,,
Robert  Munoz,Female,43,California,,,
Patty  Thompson,Male,40,California,,,
Tracy  Reed,Male,37,California,,,
Tiffany  May,Female,45,California,,,
Lance  Yates,Female,45,California,,,
Andrew  Meyer,Male,31,California,,,
Jenny  Garcia,Female,37,California,,,
Bobbie  Ryan,Female,53,Nevada,,,
Della  Jensen,Male,58,Nevada,,,
Blake  Bridges,Male,52,Nevada,,,
Allan  Ramos,Male,54,Nevada,,,
Isabel  Cross,Male,50,Nevada,,,
Lee  Mack,Male,33,Wyoming,,,
Kyle  Carr,Male,36,Wyoming,,,
Elbert  Klein,Female,27,Wyoming,,,
Lynette  Brewer,Female,40,Oregon,,,
Robert  Munoz,Male,40,California,,,
Max  Rodgers,Female,31,California,,,
Ruben  Nunez,Male,37,California,,,
Isabel  Cross,Male,41,California,,,
Cassandra  Franklin,Female,30,California,,,
Rachel  Gomez,Female,31,California,,,
Trevor  Jones,Female,22,California,,,
Elaine  Ellis,Male,45,California,,,
Max  Rodgers,Female,29,California,,,
Allan  Ramos,Male,50,California,,,
Max  Rodgers,Male,41,California,,,
Cassandra  Franklin,Male,59,Nevada,,,
Isabel  Cross,Male,47,Nevada,,,
Elaine  Ellis,Female,55,Nevada,,,
Sandra  Floyd,Male,37,Nevada,,,
Cindy  Becker,Male,64,Nevada,,,
Don  Gonzales,Male,45,Nevada,,,
Blake  Bridges,Female,38,Nevada,,,
Kyle  Carr,Female,59,Nevada,,,
Andrew  Meyer,Female,58,Nevada,,,
Eddie  Green,Male,61,Nevada,,,
Cassandra  Franklin,Female,32,Wyoming,,,
Isabel  Cross,Female,35,Oregon,,,
Brooke  Horton,Male,41,Oregon,,,
Paulette  Spencer,Female,33,California,,,
Andrew  Meyer,Female,30,California,,,
Shari  Silva,Female,35,California,,,
Lynette  Brewer,Male,49,California,,,
Elaine  Ellis,Male,31,California,,,
Max  Rodgers,Male,34,California,,,
Shari  Silva,Male,37,California,,,
Lorraine  Gibson,Male,26,California,,,
Ruben  Nunez,Female,32,California,,,
Jenny  Garcia,Male,33,California,,,
Lula  Daniels,Female,26,California,,,
Elvira  Bowman,Male,34,California,,,
Salvador  Bass,Male,38,Nevada,,,
Trevor  Jones,Male,45,Nevada,,,
Christy  Olson,Male,43,Nevada,,,
Charlie  Wood,Male,46,Nevada,,,
Isabel  Cross,Male,58,Nevada,,,
Lance  Yates,Male,43,Nevada,,,
Cassandra  Franklin,Female,39,Wyoming,,,
Brooke  Horton,Female,43,Oregon,,,
Shari  Silva,Female,24,Oregon,,,
Beth  Tucker,Female,24,Oregon,,,
Elbert  Klein,Female,33,California,,,
Brooke  Horton,Male,28,California,,,
Salvador  Bass,Female,46,California,,,
Marian  Hill,Male,29,California,,,
Brooke  Horton,Female,38,California,,,
Marion  Glover,Female,45,California,,,
Isabel  Cross,Female,45,California,,,
Cindy  Becker,Male,29,California,,,
Tiffany  May,Male,30,California,,,
Brooke  Horton,Male,40,Nevada,,,
Andrew  Meyer,Female,44,Nevada,,,
Cindy  Becker,Male,45,Nevada,,,
Kyle  Carr,Male,57,Nevada,,,
Herman  Williams,Male,50,Nevada,,,
Mable  Lindsey,Male,55,Nevada,,,
Carla  Mccormick,Female,57,Nevada,,,
Max  Rodgers,Female,36,Wyoming,,,
Shari  Silva,Female,21,Oregon,,,
Trevor  Jones,Male,47,California,,,
Bobbie  Ryan,Male,33,California,,,
Max  Rodgers,Male,43,California,,,
Billie  Chandler,Female,34,California,,,
Carla  Mccormick,Female,32,California,,,
Brooke  Horton,Male,34,California,,,
Ruben  Nunez,Male,29,California,,,
Bethany  Pena,Male,53,Nevada,,,
Jenny  Garcia,Male,52,Nevada,,,
Johanna  Boone,Female,56,Nevada,,,
Cassandra  Franklin,Male,54,Nevada,,,
Shari  Silva,Female,51,Nevada,,,
Tracy  Reed,Male,37,California,,,
Ellen  Weaver,Female,41,California,,,
Cecilia  Manning,Female,32,California,,,
Edwin  Malone,Female,34,California,,,
Cassandra  Franklin,Male,38,California,,,
Rachel  Gomez,Female,33,California,,,
Lula  Daniels,Female,42,California,,,
Cecilia  Manning,Male,28,California,,,
Rachel  Gomez,Male,28,California,,,
Salvador  Bass,Male,33,California,,,
Shari  Silva,Female,41,California,,,
Cecilia  Manning,Male,31,California,,,
Nellie  Joseph,Male,48,Nevada,,,
Nellie  Joseph,Female,40,Nevada,,,
Kyle  Carr,Male,36,Wyoming,,,
Austin  Reynolds,Female,43,California,,,
Lance  Yates,Male,36,California,,,
Brooke  Horton,Male,40,California,,,
Blake  Bridges,Female,43,California,,,
Brooke  Horton,Female,45,California,,,
Andrew  Meyer,Male,32,California,,,
Salvador  Bass,Male,36,California,,,
Beth  Tucker,Male,40,California,,,
Drew  Rogers,Male,33,California,,,
Sandra  Floyd,Female,30,California,,,
Robert  Munoz,Male,42,California,,,
Peter  Hodges,Female,28,California,,,
Beth  Tucker,Male,26,Nevada,,,
Pauline  Beck,Male,52,Nevada,,,
Eric  Rose,Male,58,Nevada,,,
Marian  Hill,Male,47,Nevada,,,
Eddie  Green,Female,48,Nevada,,,
Marion  Glover,Male,50,Nevada,,,
Don  Gonzales,Male,58,Nevada,,,
Robert  Munoz,Male,41,Wyoming,,,
Edwin  Malone,Male,27,California,,,
Lance  Yates,Female,42,California,,,
Cindy  Becker,Male,41,California,,,
Patty  Thompson,Female,25,California,,,
Christina  Fuller,Female,34,California,,,
Elvira  Bowman,Male,47,California,,,
Christina  Fuller,Female,28,California,,,
Edwin  Malone,Male,44,California,,,
Lynette  Brewer,Male,39,California,,,
Brooke  Horton,Female,38,California,,,
Austin  Reynolds,Male,37,California,,,
Donna  Reid,Male,22,California,,,
Rachel  Gomez,Male,34,California,,,
Isabel  Cross,Female,49,Nevada,,,
Jenny  Garcia,Female,53,Nevada,,,
Carla  Mccormick,Female,36,California,,,
Shari  Silva,Female,34,California,,,
Brooke  Horton,Female,27,California,,,
Iris  Underwood,Female,35,California,,,
Elvira  Bowman,Male,42,California,,,
Herman  Williams,Male,22,California,,,
Robert  Munoz,Male,61,Nevada,,,
Bernadette  Page,Female,44,Wyoming,,,
Isabel  Cross,Female,46,Oregon,,,
Drew  Rogers,Male,31,California,,,
Shari  Silva,Female,22,California,,,
Salvador  Bass,Female,25,California,,,
Don  Gonzales,Male,47,California,,,
Drew  Rogers,Male,26,California,,,
Della  Jensen,Female,38,California,,,
Patty  Thompson,Male,37,California,,,
Brooke  Horton,Female,27,California,,,
Brooke  Horton,Female,25,California,,,
Trevor  Jones,Female,20,California,,,
Ernest  Davis,Female,45,Nevada,,,
Brooke  Horton,Male,50,Nevada,,,
Cassandra  Franklin,Female,53,Nevada,,,
Patty  Thompson,Female,52,Nevada,,,
Carla  Mccormick,Male,58,Nevada,,,
Robert  Munoz,Male,42,Wyoming,,,
Cecilia  Manning,Male,37,Wyoming,,,
Max  Rodgers,Male,31,Wyoming,,,
Marian  Hill,Female,24,Wyoming,,,
Brooke  Horton,Female,36,Wyoming,,,
Elaine  Ellis,Female,43,California,,,
Isabel  Cross,Female,38,California,,,
Joey  Wong,Male,30,California,,,
Austin  Reynolds,Male,37,California,,,
Bernadette  Page,Female,36,California,,,
Lance  Yates,Male,30,California,,,
Drew  Rogers,Male,32,Nevada,,,
Trevor  Jones,Male,56,Nevada,,,
Ivan  Adkins,Male,59,Nevada,,,
Andrew  Meyer,Female,26,Wyoming,,,
Tracy  Reed,Male,28,California,,,
Jenny  Garcia,Female,35,California,,,
Bobbie  Ryan,Male,46,California,,,
Ellen  Weaver,Male,41,California,,,
Cecilia  Manning,Female,42,California,,,
Ernest  Davis,Male,42,California,,,
Christina  Fuller,Male,30,California,,,
Brooke  Horton,Male,37,California,,,
Don  Gonzales,Male,37,California,,,
Brooke  Horton,Female,41,California,,,
Della  Jensen,Female,31,California,,,
Bobbie  Ryan,Male,62,Nevada,,,
Tiffany  May,Male,46,Nevada,,,
Fernando  Rowe,Male,54,Nevada,,,
Max  Rodgers,Female,60,Nevada,,,
Brooke  Horton,Male,44,Nevada,,,
Guillermo  Potter,Male,52,Nevada,,,
Woodrow  Colon,Female,44,Wyoming,,,
Mable  Lindsey,Female,20,Oregon,,,
Sylvester  Morales,Female,40,Oregon,,,
Shari  Silva,Male,40,California,,,
Salvador  Bass,Female,31,California,,,
Lance  Yates,Male,33,California,,,
Jenny  Garcia,Female,34,California,,,
Brooke  Horton,Male,27,California,,,
Austin  Reynolds,Male,34,California,,,
Drew  Rogers,Female,36,California,,,
Sylvester  Morales,Female,39,California,,,
Eddie  Green,Female,38,California,,,
Salvador  Bass,Male,30,California,,,
Sylvester  Morales,Male,47,Nevada,,,
Lynette  Brewer,Female,52,Nevada,,,
Cindy  Becker,Male,60,Nevada,,,
Woodrow  Colon,Male,54,Nevada,,,
Lance  Yates,Male,39,Wyoming,,,
Don  Gonzales,Female,38,Wyoming,,,
Colleen  Warren,Male,35,Wyoming,,,
Billie  Chandler,Female,30,Oregon,,,
Bernadette  Page,Female,31,Oregon,,,
Blake  Bridges,Male,37,California,,,
Lorraine  Gibson,Female,19,California,,,
Brooke  Horton,Male,33,California,,,
Colleen  Warren,Male,36,California,,,
Elaine  Ellis,Male,48,California,,,
Ben  Perez,Female,25,California,,,
Cindy  Becker,Male,52,Nevada,,,
Kyle  Carr,Male,39,Wyoming,,,
Blake  Bridges,Female,23,Oregon,,,
Pauline  Beck,Female,43,Oregon,,,
Johanna  Boone,Female,24,California,,,
Lorraine  Gibson,Female,31,California,,,
Colleen  Warren,Male,24,California,,,
Pauline  Beck,Female,31,California,,,
Shari  Silva,Female,29,California,,,
Peter  Hodges,Female,25,California,,,
Johanna  Boone,Male,30,California,,,
Shari  Silva,Female,32,California,,,
Bernadette  Page,Male,29,California,,,
Billie  Chandler,Female,21,California,,,
Bernadette  Page,Male,48,California,,,
Shari  Silva,Female,59,Nevada,,,
Cindy  Becker,Female,54,Nevada,,,
Ernest  Davis,Male,50,Nevada,,,
Andrew  Meyer,Male,30,Wyoming,,,
Peter  Hodges,Female,46,Wyoming,,,
Brooke  Horton,Male,27,Wyoming,,,
Sonya  Mullins,Male,28,Oregon,,,
Cassandra  Franklin,Male,39,California,,,
Rachel  Gomez,Male,41,California,,,
Jaime  Pearson,Female,32,California,,,
Brooke  Horton,Male,32,California,,,
Lance  Yates,Female,34,California,,,
Lance  Yates,Male,31,California,,,
Ben  Perez,Female,39,California,,,
Salvador  Bass,Female,37,California,,,
Johanna  Boone,Female,40,California,,,
Isabel  Cross,Male,46,Nevada,,,
Shari  Silva,Male,61,Nevada,,,
Robert  Munoz,Male,44,Nevada,,,
Eric  Rose,Female,23,Wyoming,,,
Arturo  Francis,Female,36,Wyoming,,,
Ernest  Davis,Female,32,Wyoming,,,
Jaime  Pearson,Female,29,Oregon,,,
Andrew  Meyer,Female,43,California,,,
Ben  Perez,Male,33,California,,,
Bobbie  Ryan,Female,39,California,,,
Bethany  Pena,Female,41,California,,,
Sandra  Floyd,Male,35,California,,,
Patty  Thompson,Female,30,California,,,
Ben  Perez,Female,34,California,,,
Jenny  Garcia,Female,35,California,,,
Nellie  Joseph,Male,34,California,,,
Iris  Underwood,Female,24,California,,,
Woodrow  Colon,Female,32,California,,,
Shari  Silva,Male,43,Nevada,,,
Bethany  Pena,Male,52,Nevada,,,
Sylvester  Morales,Male,51,Nevada,,,
Trevor  Jones,Male,55,Nevada,,,
Felicia  Jennings,Male,58,Nevada,,,
Trevor  Jones,Male,44,Nevada,,,
Andrew  Meyer,Female,33,Wyoming,,,
Drew  Rogers,Female,31,Wyoming,,,
Isabel  Cross,Female,22,Oregon,,,
Isabel  Cross,Male,29,California,,,
Nellie  Joseph,Female,25,California,,,
Felicia  Jennings,Male,38,California,,,
Woodrow  Colon,Female,40,California,,,
Blake  Bridges,Male,40,California,,,
Rachel  Gomez,Male,38,California,,,
Rachel  Gomez,Male,28,California,,,
Della  Jensen,Male,60,Nevada,,,
Austin  Reynolds,Male,44,Nevada,,,
Dan  Peterson,Male,31,Wyoming,,,
Robert  Munoz,Male,36,Wyoming,,,
Cecilia  Manning,Male,35,Wyoming,,,
Johanna  Boone,Female,28,Oregon,,,
Drew  Rogers,Female,35,California,,,
Ernest  Davis,Female,31,California,,,
Blake  Bridges,Male,43,California,,,
Robert  Munoz,Female,29,California,,,
Shari  Silva,Female,45,California,,,
Beth  Tucker,Male,38,California,,,
Isabel  Cross,Male,33,California,,,
Austin  Reynolds,Female,35,California,,,
Austin  Reynolds,Male,47,California,,,
Arturo  Francis,Female,46,California,,,
Isabel  Cross,Male,24,California,,,
Beth  Tucker,Female,54,Nevada,,,
Sonya  Mullins,Male,46,Nevada,,,
Shari  Silva,Male,41,Nevada,,,
Tiffany  May,Female,51,Nevada,,,
Cassandra  Franklin,Male,57,Nevada,,,
Lance  Yates,Male,41,Wyoming,,,
Drew  Rogers,Female,38,Wyoming,,,
Lance  Yates,Male,39,Wyoming,,,
Eric  Rose,Female,15,Oregon,,,
Max  Rodgers,Female,22,California,,,
Ruben  Nunez,Female,42,California,,,
Mable  Lindsey,Female,40,California,,,
Cindy  Becker,Male,38,California,,,
Ellen  Weaver,Male,28,California,,,
Paulette  Spencer,Female,36,California,,,
Paulette  Spencer,Female,39,California,,,
Della  Jensen,Male,37,California,,,
Trevor  Jones,Male,39,California,,,
Woodrow  Colon,Male,51,Nevada,,,
Guillermo  Potter,Male,44,Nevada,,,
Austin  Reynolds,Male,50,Nevada,,,
Trevor  Jones,Female,47,Nevada,,,
Shari  Silva,Female,50,Nevada,,,
Johanna  Boone,Female,52,Nevada,,,
Paulette  Spencer,Female,35,Wyoming,,,
Elaine  Ellis,Female,37,Wyoming,,,
Trevor  Jones,Female,43,California,,,
Patty  Thompson,Male,31,California,,,
Blake  Bridges,Female,37,California,,,
Kyle  Carr,Female,45,California,,,
Andrew  Meyer,Female,42,California,,,
Lula  Daniels,Female,30,California,,,
Woodrow  Colon,Male,25,California,,,
Jenny  Garcia,Male,46,California,,,
Felicia  Jennings,Female,42,Nevada,,,
Andrew  Meyer,Male,52,Nevada,,,
Peter  Hodges,Male,46,Nevada,,,
Colleen  Warren,Male,59,Nevada,,,
Jenny  Garcia,Female,47,Nevada,,,
Lula  Daniels,Male,18,Wyoming,,,
Austin  Reynolds,Male,42,Wyoming,,,
Paulette  Spencer,Female,38,California,,,
Paulette  Spencer,Male,35,California,,,
Isabel  Cross,Male,50,California,,,
Brooke  Horton,Male,40,California,,,
Ivan  Adkins,Male,47,California,,,
Johanna  Boone,Male,29,California,,,
Sandra  Floyd,Female,38,California,,,
Edwin  Malone,Female,35,California,,,
Blake  Bridges,Female,46,California,,,
Max  Rodgers,Female,27,California,,,
Tiffany  May,Male,34,California,,,
Lance  Yates,Female,25,California,,,
Sonya  Mullins,Male,36,California,,,
Rachel  Gomez,Female,46,California,,,
Isabel  Cross,Female,49,Nevada,,,
Ellen  Weaver,Male,57,Nevada,,,
Drew  Rogers,Male,50,Nevada,,,
